"","name","key","datasetKey","publishingOrgKey","publishingCountry","protocol","lastCrawled","lastParsed","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","scientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","dateIdentified","decimalLongitude","decimalLatitude","year","month","day","eventDate","issues","modified","lastInterpreted","references","identifiers","facts","relations","geodeticDatum","class","countryCode","country","gbifID","verbatimEventDate","institutionCode","datasetName","verbatimLocality","catalogNumber","recordedBy","rights","rightsHolder","identifier","taxonID","collectionCode","identificationID","occurrenceRemarks","eventTime","informationWithheld","infraspecificEpithet","locality","prov"
"124","Ardea herodias",891031227,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:27:55.010+0000","2014-05-29T20:14:26.749+0000","none","HUMAN_OBSERVATION",2480935,1,44,212,7190953,3685,2480922,2480935,"Ardea herodias Linnaeus, 1758","Animalia","Chordata","Pelecaniformes","Ardeidae","Ardea","Ardea herodias","Ardea","herodias","SPECIES","2014-01-10T13:34:57.000+0000",-122.81103,38.42038,2014,1,10,"2014-01-09T23:30:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-03-08T19:37:55.000+0000","2014-06-05T19:24:36.233+0000","http://www.inaturalist.org/observations/497955","none","none","none","WGS84","Aves","US","United States","891031227","2014-01-09  1530","iNaturalist","iNaturalist research-grade observations","Laguna Wetlands Preserve","497955","icosahedron","Copyright icosahedron, licensed under a Creative Commons cc_by_name license: http://creativecommons.org/licenses/by/3.0/","icosahedron","497955","4956","Observations","857420","Not really in the preserve, but along the new trail near Occidental Road. Standing at first in the dry weeds, possibly wondering when the rains will come to this low ground.","23:30:00Z",NA,NA,NA,"gbif"
"125","Actitis macularius",891031524,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:27:55.195+0000","2014-05-29T20:14:30.476+0000","none","HUMAN_OBSERVATION",2481798,1,44,212,7192402,5282,2481797,2481798,"Actitis macularius (Linnaeus, 1766)","Animalia","Chordata","Charadriiformes","Scolopacidae","Actitis","Actitis macularius","Actitis","macularius","SPECIES","2014-01-11T05:03:12.000+0000",-123.81446,39.36133,2014,1,9,"2014-01-08T23:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-03-08T19:43:04.000+0000","2014-06-05T19:24:37.802+0000","http://www.inaturalist.org/observations/498539","none","none","none","WGS84","Aves","US","United States","891031524","2014-01-09","iNaturalist","iNaturalist research-grade observations","Caspar, CA","498539","Don Loarie","Copyright Don Loarie, licensed under a Creative Commons cc_by_name license: http://creativecommons.org/licenses/by/3.0/","Don Loarie","498539","72458","Observations","858777",NA,NA,NA,NA,NA,"gbif"
"126","Aneides lugubris",891778892,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:27:53.420+0000","2014-07-08T12:27:53.437+0000","none","HUMAN_OBSERVATION",2431711,1,44,131,953,6748,2431705,2431711,"Aneides lugubris (Hallowell, 1849)","Animalia","Chordata","Caudata","Plethodontidae","Aneides","Aneides lugubris","Aneides","lugubris","SPECIES","2014-01-01T18:28:25.000+0000",-122.79741,38.43058,2014,1,1,"2014-01-01T16:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-06-30T08:08:44.000+0000","2014-07-08T12:30:46.964+0000","http://www.inaturalist.org/observations/491205","none","none","none","WGS84","Amphibia","US","United States","891778892","2014-01-01 8 am","iNaturalist","iNaturalist research-grade observations","piezzi road santa rosa ca","491205","Naturalist Eve","Copyright Naturalist Eve, licensed under a Creative Commons cc_by_nc_name license: http://creativecommons.org/licenses/by-nc/3.0/","Naturalist Eve","491205","27427","Observations","842031","I found this salamander in a wood pile","16:00:00Z",NA,NA,NA,"gbif"
"127","Chilopoda",891038581,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:27:59.609+0000","2014-05-29T20:15:17.953+0000","none","HUMAN_OBSERVATION",360,1,54,360,NA,NA,NA,NA,"Chilopoda","Animalia","Arthropoda",NA,NA,NA,NA,"Chilopoda",NA,"CLASS","2014-01-27T18:20:55.000+0000",-123.82814,40.13285,2014,1,26,"2014-01-25T23:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-02-10T15:53:56.000+0000","2014-06-05T19:25:05.939+0000","http://www.inaturalist.org/observations/513188","none","none","none","WGS84","Chilopoda","US","United States","891038581","2014-01-26","iNaturalist","iNaturalist research-grade observations","Redway, CA","513188","Kim Cabrera","Copyright Kim Cabrera, licensed under a Creative Commons cc_by_nd_name license: http://creativecommons.org/licenses/by-nd/3.0/","Kim Cabrera","513188","49556","Observations","892001","Centipede with eggs.",NA,NA,NA,NA,"gbif"
"128","Bucephala albeola",891034575,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:27:57.085+0000","2014-05-29T20:14:49.919+0000","none","HUMAN_OBSERVATION",2498329,1,44,212,1108,2986,2498324,2498329,"Bucephala albeola (Linnaeus, 1758)","Animalia","Chordata","Anseriformes","Anatidae","Bucephala","Bucephala albeola","Bucephala","albeola","SPECIES","2014-01-19T22:51:11.000+0000",-121.9103,39.60556,2014,1,19,"2014-01-18T23:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-03-08T20:44:22.000+0000","2014-06-05T19:24:49.751+0000","http://www.inaturalist.org/observations/504873","none","none","none","WGS84","Aves","US","United States","891034575","2014-01-19","iNaturalist","iNaturalist research-grade observations","Llano Seco Unit, Sacramento River NWR, Chico, California","504873","Jennifer Rycenga","Copyright Jennifer Rycenga, licensed under a Creative Commons cc_by_nc_name license: http://creativecommons.org/licenses/by-nc/3.0/","Jennifer Rycenga","504873","6993","Observations","874000","Nice to view a male Bufflehead all hauled out like this, to see just how brilliantly white they are",NA,NA,NA,NA,"gbif"
"129","Corvus corax",891032430,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:27:55.757+0000","2014-05-29T20:14:35.245+0000","none","HUMAN_OBSERVATION",2482492,1,44,212,729,5235,2482468,2482492,"Corvus corax Linnaeus, 1758","Animalia","Chordata","Passeriformes","Corvidae","Corvus","Corvus corax","Corvus","corax","SPECIES","2014-01-13T21:00:08.000+0000",-123.82723,40.1378,2014,1,12,"2014-01-11T23:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-03-08T20:02:56.000+0000","2014-06-05T19:24:41.173+0000","http://www.inaturalist.org/observations/500608","none","none","none","WGS84","Aves","US","United States","891032430","2014-01-12","iNaturalist","iNaturalist research-grade observations","Redway, CA","500608","Kim Cabrera","Copyright Kim Cabrera, licensed under a Creative Commons cc_by_nd_name license: http://creativecommons.org/licenses/by-nd/3.0/","Kim Cabrera","500608","8010","Observations","864629",NA,NA,NA,NA,NA,"gbif"
"130","Falco columbarius",891035208,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:27:57.397+0000","2014-05-29T20:14:52.894+0000","none","HUMAN_OBSERVATION",2481011,1,44,212,7191407,5240,2480996,2481011,"Falco columbarius Linnaeus, 1758","Animalia","Chordata","Falconiformes","Falconidae","Falco","Falco columbarius","Falco","columbarius","SPECIES","2014-01-21T05:39:02.000+0000",-122.15614,39.36103,2014,1,20,"2014-01-19T23:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-03-08T20:57:24.000+0000","2014-06-05T19:24:51.917+0000","http://www.inaturalist.org/observations/506144","none","none","none","WGS84","Aves","US","United States","891035208","2014-01-20","iNaturalist","iNaturalist research-grade observations","Sacramento National Wildlife Refuge","506144","Jennifer Rycenga","Copyright Jennifer Rycenga, licensed under a Creative Commons cc_by_nc_name license: http://creativecommons.org/licenses/by-nc/3.0/","Jennifer Rycenga","506144","4672","Observations","876944",NA,NA,"Coordinate uncertainty increased by 10000m to protect threatened taxon",NA,NA,"gbif"
"131","Phalacrocorax auritus",891031563,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:27:55.166+0000","2014-05-29T20:14:30.491+0000","none","HUMAN_OBSERVATION",2481875,1,44,212,7192775,5268,2481854,2481875,"Phalacrocorax auritus (Lesson, 1831)","Animalia","Chordata","Suliformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax auritus","Phalacrocorax","auritus","SPECIES","2014-01-11T15:22:55.000+0000",-123.80495,39.31255,2014,1,9,"2014-01-08T23:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-03-08T19:45:33.000+0000","2014-06-05T19:24:37.935+0000","http://www.inaturalist.org/observations/498840","none","none","none","WGS84","Aves","US","United States","891031563","2014-01-09","iNaturalist","iNaturalist research-grade observations","Mendocino, CA","498840","Don Loarie","Copyright Don Loarie, licensed under a Creative Commons cc_by_name license: http://creativecommons.org/licenses/by/3.0/","Don Loarie","498840","4265","Observations","859198",NA,NA,NA,NA,NA,"gbif"
"132","Corvus corax",891031466,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:27:55.109+0000","2014-05-29T20:14:28.761+0000","none","HUMAN_OBSERVATION",2482492,1,44,212,729,5235,2482468,2482492,"Corvus corax Linnaeus, 1758","Animalia","Chordata","Passeriformes","Corvidae","Corvus","Corvus corax","Corvus","corax","SPECIES","2014-01-11T00:36:18.000+0000",-123.80255,39.30641,2014,1,10,"2014-01-09T23:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-03-08T19:41:54.000+0000","2014-06-05T19:24:37.199+0000","http://www.inaturalist.org/observations/498421","none","none","none","WGS84","Aves","US","United States","891031466","2014-01-10","iNaturalist","iNaturalist research-grade observations","Mendocino, CA","498421","Don Loarie","Copyright Don Loarie, licensed under a Creative Commons cc_by_name license: http://creativecommons.org/licenses/by/3.0/","Don Loarie","498421","8010","Observations","858474","Much I marvelled this ungainly fowl to hear discourse so plainly . . .",NA,NA,NA,NA,"gbif"
"133","Haemorhous",891779494,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:27:53.643+0000","2014-05-29T21:30:14.998+0000","none","HUMAN_OBSERVATION",4844128,1,44,212,NA,NA,4844128,NA,"Haemorhous Swainson, 1837","Animalia","Chordata",NA,NA,"Haemorhous",NA,"Haemorhous",NA,"GENUS","2014-01-03T00:14:18.000+0000",-122.7831,38.42336,2014,1,3,"2014-01-02T23:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES,TAXON_MATCH_HIGHERRANK","2014-03-08T18:45:55.000+0000","2014-06-05T20:08:47.288+0000","http://www.inaturalist.org/observations/492295","none","none","none","WGS84","Aves","US","United States","891779494","2014-01-02 3pm","iNaturalist","iNaturalist research-grade observations","kelly trail occidental road santa rosa ca","492295","Naturalist Eve","Copyright Naturalist Eve, licensed under a Creative Commons cc_by_nc_name license: http://creativecommons.org/licenses/by-nc/3.0/","Naturalist Eve","492295","199840","Observations","844400",NA,"23:00:00Z",NA,NA,NA,"gbif"
"134","Passerculus sandwichensis",891031540,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:27:55.191+0000","2014-05-29T20:14:30.480+0000","none","HUMAN_OBSERVATION",5231142,1,44,212,729,9608,5231141,5231142,"Passerculus sandwichensis (Gmelin, 1789)","Animalia","Chordata","Passeriformes","Emberizidae","Passerculus","Passerculus sandwichensis","Passerculus","sandwichensis","SPECIES","2014-01-11T04:30:21.000+0000",-123.80562,39.30307,2014,1,10,"2014-01-09T23:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-03-08T19:42:59.000+0000","2014-06-05T19:24:37.870+0000","http://www.inaturalist.org/observations/498533","none","none","none","WGS84","Aves","US","United States","891031540","2014-01-10","iNaturalist","iNaturalist research-grade observations","Mendocino, CA","498533","Don Loarie","Copyright Don Loarie, licensed under a Creative Commons cc_by_name license: http://creativecommons.org/licenses/by/3.0/","Don Loarie","498533","9981","Observations","858763",NA,NA,NA,NA,NA,"gbif"
"135","Chlorogalum pomeridianum",891032134,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:27:55.602+0000","2014-05-29T20:14:33.395+0000","none","HUMAN_OBSERVATION",2772636,6,49,196,1169,7683,2772629,2772636,"Chlorogalum pomeridianum (DC.) Kunth","Plantae","Magnoliophyta","Asparagales","Asparagaceae","Chlorogalum","Chlorogalum pomeridianum","Chlorogalum","pomeridianum","SPECIES","2014-01-12T22:46:43.000+0000",-122.66589,38.45498,2014,1,12,"2014-01-12T21:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-02-10T14:43:03.000+0000","2014-06-05T19:24:40.009+0000","http://www.inaturalist.org/observations/500025","none","none","none","WGS84","Liliopsida","US","United States","891032134","2014-01-12 1pm","iNaturalist","iNaturalist research-grade observations","howarth park","500025","Naturalist Eve","Copyright Naturalist Eve, licensed under a Creative Commons cc_by_nc_name license: http://creativecommons.org/licenses/by-nc/3.0/","Naturalist Eve","500025","47597","Observations","863124","This wad of hair was just sitting in the middle of the trail. On closer inspection you can see the little leaves starting to come out.","21:00:00Z",NA,NA,NA,"gbif"
"136","Maclura pomifera",891035201,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:27:57.294+0000","2014-05-29T20:14:52.890+0000","none","HUMAN_OBSERVATION",2984580,6,49,220,691,6640,2984579,2984580,"Maclura pomifera (Raf.) C.K. Schneid.","Plantae","Magnoliophyta","Rosales","Moraceae","Maclura","Maclura pomifera","Maclura","pomifera","SPECIES","2014-01-21T17:02:27.000+0000",-122.285,38.75228,2014,1,20,"2014-01-20T21:59:33.000+0000","GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-02-10T15:14:18.000+0000","2014-06-05T19:24:51.900+0000","http://www.inaturalist.org/observations/506085","none","none","none","WGS84","Magnoliopsida","US","United States","891035201","2014-01-20 13:59:33","iNaturalist","iNaturalist research-grade observations","Knoxville State Wildlife Area, Napa, CA","506085","Alison Young","Copyright Alison Young, licensed under a Creative Commons cc_by_nc_sa_name license: http://creativecommons.org/licenses/by-nc-sa/3.0/","Alison Young","506085","58205","Observations","877812","Anyone know what plant this crazy big fruit comes from? They were all over the ground but I couldn't spot a single tree with one on it.","21:59:33Z",NA,NA,NA,"gbif"
"137","Zonotrichia atricapilla",891032765,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:27:55.881+0000","2014-05-29T20:14:36.994+0000","none","HUMAN_OBSERVATION",5231138,1,44,212,729,9608,6173226,5231138,"Zonotrichia atricapilla (Gmelin, 1789)","Animalia","Chordata","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia atricapilla","Zonotrichia","atricapilla","SPECIES","2014-01-14T13:20:23.000+0000",-122.86427,38.51631,2014,1,13,"2014-01-13T19:03:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-03-08T20:08:09.000+0000","2014-06-05T19:24:42.388+0000","http://www.inaturalist.org/observations/501148","none","none","none","WGS84","Aves","US","United States","891032765","2014-01-13 1103","iNaturalist","iNaturalist research-grade observations","Riverfront Regional Park, Sonoma County","501148","icosahedron","Copyright icosahedron, licensed under a Creative Commons cc_by_name license: http://creativecommons.org/licenses/by/3.0/","icosahedron","501148","9185","Observations","865830",NA,"19:03:00Z",NA,NA,NA,"gbif"
"138","Reduviidae",891034547,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:27:56.743+0000","2014-05-29T20:14:49.898+0000","none","HUMAN_OBSERVATION",4324,1,54,216,809,4324,NA,NA,"Reduviidae Latreille, 1807","Animalia","Arthropoda","Hemiptera","Reduviidae",NA,NA,"Reduviidae",NA,"FAMILY","2014-01-20T19:52:34.000+0000",-121.98387,39.74871,2014,1,19,"2014-01-19T20:04:09.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-02-22T16:02:04.000+0000","2014-06-05T19:24:49.685+0000","http://www.inaturalist.org/observations/504897","none","none","none","WGS84","Insecta","US","United States","891034547","Sun Jan 19 2014 12:04:09 GMT-0800 (PST)","iNaturalist","iNaturalist research-grade observations","Sacramento River National Wildlife Refuge, Chico, CA, US","504897","Jennifer Rycenga","Copyright Jennifer Rycenga, licensed under a Creative Commons cc_by_nc_name license: http://creativecommons.org/licenses/by-nc/3.0/","Jennifer Rycenga","504897","48959","Observations","875644",NA,"20:04:09Z",NA,NA,NA,"gbif"
"139","Phainopepla nitens",891034293,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:27:56.472+0000","2014-05-29T20:14:48.195+0000","none","HUMAN_OBSERVATION",2492885,1,44,212,729,5275,2492884,2492885,"Phainopepla nitens (Swainson, 1838)","Animalia","Chordata","Passeriformes","Ptilogonatidae","Phainopepla","Phainopepla nitens","Phainopepla","nitens","SPECIES","2014-01-19T05:01:52.000+0000",-122.00985,38.40697,2014,1,18,"2014-01-17T23:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-03-08T20:40:03.000+0000","2014-06-05T19:24:48.581+0000","http://www.inaturalist.org/observations/504418","none","none","none","WGS84","Aves","US","United States","891034293","2014-01-18","iNaturalist","iNaturalist research-grade observations","Joslin Road, Vacaville, California","504418","Jennifer Rycenga","Copyright Jennifer Rycenga, licensed under a Creative Commons cc_by_nc_name license: http://creativecommons.org/licenses/by-nc/3.0/","Jennifer Rycenga","504418","117002","Observations","872974",NA,NA,NA,NA,NA,"gbif"
"140","Polypodium californicum",891032092,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:27:55.612+0000","2014-05-29T20:14:33.388+0000","none","HUMAN_OBSERVATION",5274962,6,59,7228684,392,2368,2650111,5274962,"Polypodium californicum Kaulf.","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Polypodium","Polypodium californicum","Polypodium","californicum","SPECIES","2014-01-12T22:25:02.000+0000",-122.66589,38.45498,2014,1,12,"2014-01-12T21:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-03-06T05:55:55.000+0000","2014-06-05T19:24:39.939+0000","http://www.inaturalist.org/observations/500008","none","none","none","WGS84","Polypodiopsida","US","United States","891032092","2014-01-12 1pm","iNaturalist","iNaturalist research-grade observations","howarth park","500008","Naturalist Eve","Copyright Naturalist Eve, licensed under a Creative Commons cc_by_nc_name license: http://creativecommons.org/licenses/by-nc/3.0/","Naturalist Eve","500008","57216","Observations","863049","This was growing in a nook on a black oak tree. It was putting out cute little fiddleheads.","21:00:00Z",NA,NA,NA,"gbif"
"141","Dryopteris arguta",891032119,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:27:55.642+0000","2014-05-29T20:14:33.392+0000","none","HUMAN_OBSERVATION",5275136,6,59,7228684,392,2373,2651126,5275136,"Dryopteris arguta (Kaulf.) Watt","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Dryopteris","Dryopteris arguta","Dryopteris","arguta","SPECIES","2014-01-13T01:33:42.000+0000",-122.66589,38.45498,2014,1,12,"2014-01-12T21:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-02-10T14:42:58.000+0000","2014-06-05T19:24:39.982+0000","http://www.inaturalist.org/observations/500010","none","none","none","WGS84","Polypodiopsida","US","United States","891032119","2014-01-12 1pm","iNaturalist","iNaturalist research-grade observations","howarth park","500010","Naturalist Eve","Copyright Naturalist Eve, licensed under a Creative Commons cc_by_nc_name license: http://creativecommons.org/licenses/by-nc/3.0/","Naturalist Eve","500010","52671","Observations","863563","There was a stand of these ferns sprawling under valley oaks, live oaks, and black oaks. ","21:00:00Z",NA,NA,NA,"gbif"
"142","Picoides",891035914,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2014-07-08T12:27:57.771+0000","2014-05-29T20:14:58.160+0000","none","HUMAN_OBSERVATION",2477732,1,44,212,724,9333,2477732,NA,"Picoides Lacepede, 1799","Animalia","Chordata","Piciformes","Picidae","Picoides",NA,"Picoides",NA,"GENUS","2014-01-22T20:52:32.000+0000",-123.82572,40.12715,2014,1,21,"2014-01-20T23:00:00.000+0000","COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_DERIVED_FROM_COORDINATES","2014-03-08T21:10:18.000+0000","2014-06-05T19:24:54.827+0000","http://www.inaturalist.org/observations/507606","none","none","none","WGS84","Aves","US","United States","891035914","2014-01-21","iNaturalist","iNaturalist research-grade observations","Redway, CA","507606","Kim Cabrera","Copyright Kim Cabrera, licensed under a Creative Commons cc_by_nd_name license: http://creativecommons.org/licenses/by-nd/3.0/","Kim Cabrera","507606","17637","Observations","880615","Downy woodpecker feeding sign in Douglas fir tree that was killed by bark beetle infestation. I observed the woodpecker removing sections of bark to eat beetles underneath.",NA,NA,NA,NA,"gbif"
